service_request_key,created_date,request_type,description,request_type_code,status_code,intake_form,days_to_complete,sla_fy_2019,on_time_indicator,completed_at,due_at,ispublic,council_district,loc
14861302,01/22/2024 12:36:36 PM,Potholes,Holes all down the road,EMERGENCY,O-CLOSED,iOS,2,5,Yes,01/24/2024 01:44:55 PM,02/01/2024 12:36:36 PM,yes,2,POINT (-85.29288 35.065734)
14861301,01/22/2024 12:35:35 PM,Distressed Pavement,Dupont St in Hixson is horrendous and needs to be repaired....I have lived in that neighborhood for 12 years and that street has not been repaired in all those years.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,01/23/2024 04:25:29 PM,01/24/2024 12:35:35 PM,yes,3,POINT (-85.243520182 35.123905827)
14861081,01/22/2024 12:13:34 PM,Potholes,potholes in the,EMERGENCY,O-CLOSED,Android,2,5,Yes,01/24/2024 01:02:48 PM,02/01/2024 12:13:34 PM,yes,5,POINT (-85.220384672 35.083716886)
14860751,01/22/2024 11:32:57 AM,Potholes,"Caller states as he was coming off of the highway on S Terrace to Moore Rd, there is a huge pothole in the middle lane, and when he hit it with his car (because he couldn't get over without hitting another car, it caused his tire to be busted which he states cost him $400",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 11:47:48 AM,02/01/2024 11:32:57 AM,yes,6,POINT (-85.225145027 35.005074445)
14860723,01/22/2024 11:30:02 AM,Distressed Pavement,This street has not been paved in the pass 40 yrs. It really needs it bad. Potholes & patches.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,01/23/2024 11:20:37 AM,01/24/2024 11:30:02 AM,yes,8,POINT (-85.265113897 35.059033092)
14860659,01/22/2024 11:22:14 AM,Potholes,"Caller states there is a huge pothole that had been patched before but now is as big as it was, coming up the hill towards the sign that says  Hill blocks view",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 10:46:47 AM,02/01/2024 11:22:14 AM,yes,5,POINT (-85.24395389 35.026568875)
14860306,01/22/2024 10:43:05 AM,Potholes,Please have a pothole filled across the street in the NB lane at 615 Derby St. 37404. Thank you.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 12:04:00 PM,02/01/2024 10:43:05 AM,yes,8,POINT (-85.262733875 35.040781769)
14860219,01/22/2024 10:29:39 AM,Potholes,"Huge cut in rose terrace that is getting deeper and deeper. About a foot deep now.  This is in missionary ridge area, not in moccasin bend area. It was marked resolved but I almost broke my cars suspension when I had to drive through this half an hour ago.",EMERGENCY,O-CLOSED,iOS,0,5,Yes,01/22/2024 03:56:34 PM,02/01/2024 10:29:39 AM,yes,9,POINT (-85.254659 35.028523)
14859991,01/22/2024 09:56:49 AM,Potholes,rim and tire damage,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 08:50:15 AM,02/01/2024 09:56:49 AM,yes,6,POINT (-85.161612392 35.08948191)
14859975,01/22/2024 09:53:34 AM,Potholes,Citizen reports that on 01/19/2024 she hit a pole hole in the 3983 block of North Terrace,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/23/2024 11:47:17 AM,02/01/2024 09:53:34 AM,yes,6,POINT (-85.244096147 35.011559208)
14858422,01/21/2024 04:20:29 PM,Potholes,Contractor cut into street about 2 months ago and apparently is not returning to complete the project.  Space is filled with sand that is washing away and is the width is of over 1/2 of street. About 1 foot deep now.,EMERGENCY,O-CLOSED,iOS,1,5,Yes,01/22/2024 09:02:16 AM,02/01/2024 04:20:29 PM,yes,9,POINT (-85.25468 35.028535)
14856877,01/20/2024 04:31:33 PM,Potholes,Rough Road,EMERGENCY,O-CLOSED,Iframe,5,5,Yes,01/26/2024 01:05:28 PM,02/01/2024 04:31:33 PM,yes,8,POINT (-85.283774867 35.050010677)
14856230,01/20/2024 12:36:11 PM,Potholes,large deep pothole in a generally bad stretch of road,EMERGENCY,O-CLOSED,Android,2,5,Yes,01/23/2024 01:07:17 PM,02/01/2024 12:36:11 PM,yes,7,POINT (-85.331212543 34.986766362)
14856168,01/20/2024 12:16:19 PM,Potholes,I was driving on North Terrace around 7:45pm. The potholes caused damage to both the front and rear passenger tires and possible damage to my axle because of the deepens of the hole.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,01/23/2024 11:47:27 AM,02/01/2024 12:16:19 PM,yes,6,POINT (-85.247891002 35.012926711)
14854860,01/19/2024 06:13:30 PM,Potholes,There are actually potholes all the way down Browndell. The whole street need to be filled in and repaved. But the one at the end of Browndell (at Isbill) is the worst.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,01/23/2024 01:09:05 PM,01/31/2024 06:13:30 PM,yes,1,POINT (-85.370805679 35.029716218)
14853777,01/19/2024 03:14:05 PM,Potholes,Davidson Road between Julian and Lindsay has quite a few potholes. The worst one is at the Stop sign at the intersection of Davison & Lindsay.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,01/23/2024 09:38:21 AM,01/31/2024 03:14:05 PM,yes,4,POINT (-85.151114823 34.99663502)
14853355,01/19/2024 02:07:26 PM,Potholes,The potholes before you get to the light damaged citizens' vehicle.  The front axle piece got knocked loose and fluid is leaking. The potholes are in the middle of the road.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/23/2024 11:48:11 AM,01/31/2024 02:07:26 PM,no,6,
14851509,01/19/2024 09:27:47 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/22/2024 06:40:56 AM,01/31/2024 09:27:47 AM,yes,3,POINT (-85.233754052 35.16646476)
14849379,01/18/2024 04:29:58 PM,Potholes,across the street from address,EMERGENCY,O-CLOSED,iOS,3,5,Yes,01/23/2024 09:04:25 AM,01/30/2024 04:29:58 PM,yes,4,POINT (-85.152061 35.009843)
14847061,01/18/2024 11:42:46 AM,Potholes,Both sides of railroad tracks,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/22/2024 01:24:29 PM,01/30/2024 11:42:46 AM,yes,7,POINT (-85.29467393 35.001110083)
14846853,01/18/2024 11:19:21 AM,Potholes,1400 E 37st 1 pothole spray painted all holes both sides of the railroad tracks,EMERGENCY,O-CLOSED,gov.publicstuff.com,6,5,Yes,01/26/2024 11:05:21 AM,01/30/2024 11:19:21 AM,no,7,
14846845,01/18/2024 11:18:04 AM,Potholes,large pothole in the road,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/18/2024 11:19:55 AM,01/30/2024 11:18:04 AM,yes,8,POINT (-85.296047037 35.038644377)
14846264,01/18/2024 10:03:45 AM,Potholes,,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,01/22/2024 06:44:53 AM,01/30/2024 10:03:45 AM,yes,4,POINT (-85.166228233 35.032035518)
14846249,01/18/2024 10:01:42 AM,Potholes,,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,01/22/2024 06:41:05 AM,01/30/2024 10:01:42 AM,yes,4,POINT (-85.102670608 35.06913538)
14846230,01/18/2024 09:58:57 AM,Potholes,,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,01/22/2024 06:42:41 AM,01/30/2024 09:58:57 AM,yes,4,POINT (-85.158288894 35.025226778)
14845840,01/18/2024 09:01:28 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/22/2024 06:42:09 AM,01/30/2024 09:01:28 AM,yes,9,POINT (-85.244853843 35.040572546)
14845841,01/18/2024 09:00:45 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/22/2024 06:43:02 AM,01/30/2024 09:00:45 AM,yes,9,POINT (-85.244010096 35.045952434)
14843419,01/17/2024 04:19:50 PM,Potholes,"multiple potholes in the alley, can't  see potholes when it is raining.",STANDARD,O-CLOSED,gov.publicstuff.com,4,5,Yes,01/23/2024 02:12:54 PM,01/29/2024 04:19:50 PM,no,7,
14843386,01/17/2024 04:15:11 PM,Potholes,Caller states there is a large pothole in the street,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,01/23/2024 01:32:49 PM,01/29/2024 04:15:11 PM,yes,7,POINT (-85.27738192 35.006261045)
14841897,01/17/2024 12:59:14 PM,Potholes,"pothole on Rose Ter side, where a street cut in was filled with gravel and is now eroding away.",EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,01/19/2024 08:31:25 PM,01/29/2024 12:59:14 PM,yes,9,POINT (-85.254830745 35.027878809)
14837167,01/16/2024 03:59:12 PM,Distressed Pavement,As you enter the Council Fire Neighborhood before any houses you past two ponds. Then a red brick golf path(2nd one) and there is a depression that has had Cold Patching  done years ago. This are has expanded and sunk deeper.  More Cold Patch would help but we would like this area to be cut out and re-paved. Please call me for any further info. I also can meet anyone to discuss.,EMERGENCY,O-CLOSED,gov.publicstuff.com,5,20,No,01/23/2024 09:30:57 AM,01/18/2024 03:59:12 PM,yes,4,POINT (-85.161491958 34.989096474)
14830227,01/14/2024 01:14:03 PM,Potholes,There are a couple good sized potholes in the intersection of E. 4th St and Wiehl St.,EMERGENCY,O-CLOSED,iOS,6,5,Yes,01/22/2024 06:50:10 AM,01/25/2024 01:14:03 PM,yes,8,POINT (-85.290912 35.046822)
14829485,01/14/2024 10:09:54 AM,Potholes,This is a good sized pothole in the righthand lane if you are coming from Courage Way,EMERGENCY,O-CLOSED,Iframe,7,5,Yes,01/23/2024 08:34:14 AM,01/25/2024 10:09:54 AM,yes,6,POINT (-85.148616848 35.051865488)
14827924,01/13/2024 01:26:56 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,6,5,Yes,01/22/2024 06:43:46 AM,01/25/2024 01:26:56 PM,yes,3,POINT (-85.226807 35.109156)
14827827,01/13/2024 01:03:36 PM,Potholes,"Road continues to worsen due to residential property that was build by home builder and has been heavily used to excavate dirt.  I have submitted multiple request well over a year now and I appreciate the attempts to repair but they are not holding.  Most recently the damage to the road caused a main water break.  The heavy loads continue to cause major depressions in the road along the S curve and now extend in multiple places along Runyan road all the way out to Signal Mountain Blvd.  Drivers are being forced to cross the center line around the blind S curve to avoid the damage which is becoming a major safety concern especially when you consider this is a school bus route.  I strongly hope the builder when filing for the work they are doing had to pay a road impact fee to help pay for the damage.  Trucks have taken down the power line, stuck a power pole,  run over road sings...twice...broke a main water line and have done extensive damage to the roads around the site over the last couple years.  Additionally, while I can't confirm without entering the property, it appears that the excavating has come close to if not entered the power line 75ft easement.  Please let me know if there is a more appropriate place to pass this information onto and thankyou for your efforts to keep our roads maintained and safe.",EMERGENCY,O-CLOSED,Iframe,8,5,Yes,01/24/2024 08:43:03 AM,01/25/2024 01:03:36 PM,yes,1,POINT (-85.319594509 35.102902206)
14827117,01/13/2024 08:34:07 AM,Potholes,"Southbound lane of High St, about mid way between 3rd St and 4th St, has a pothole.",EMERGENCY,O-CLOSED,Iframe,7,5,Yes,01/23/2024 12:07:09 PM,01/25/2024 08:34:07 AM,yes,7,POINT (-85.305460322 35.052985491)
14827110,01/13/2024 08:28:38 AM,Potholes,See completed #14420479. 3 street cuts still not repaired and degrading into potholes. Previous ticket was marked complete 3 months ago and mentioned TAW/contractor would be contacted. However no repairs have been made. Can you please follow up?,EMERGENCY,O-CLOSED,iOS,10,5,No,01/26/2024 04:42:15 PM,01/25/2024 08:28:38 AM,yes,1,POINT (-85.309508 35.07496)
14825545,01/12/2024 04:56:52 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,6,5,Yes,01/22/2024 06:44:15 AM,01/24/2024 04:56:52 PM,yes,7,POINT (-85.305449087 35.053434328)
14823306,01/12/2024 11:06:32 AM,Distressed Pavement,The caller reported the road is uneven and needs to paved. The entire street is in bad shape.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,20,Yes,01/12/2024 04:17:23 PM,01/16/2024 11:06:32 AM,yes,4,POINT (-85.143584039 35.050459882)
14822904,01/12/2024 09:49:15 AM,Potholes,Don t know the exact street number yet is in right hand lane towards Waffle House Restaurant on Signal Mountain Road after UPS Store (prior to turning right onto Dayton Boulevard towards Cherokee Boulevard to go through tunnel towards Frazier Avenue).,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/12/2024 10:18:52 AM,01/24/2024 09:49:15 AM,yes,1,POINT (-85.327841965 35.098223115)
14820367,01/11/2024 02:29:30 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,1,5,Yes,01/12/2024 10:25:45 AM,01/23/2024 02:29:30 PM,yes,7,POINT (-85.320511 35.020463)
14818873,01/11/2024 11:16:39 AM,Potholes,Potholes,EMERGENCY,O-CLOSED,iOS,8,5,No,01/23/2024 01:11:15 PM,01/23/2024 11:16:39 AM,yes,8,POINT (-85.28884 35.023131)
14818690,01/11/2024 10:48:35 AM,Distressed Pavement,Last year in 2023 there were two cuts made in the street & filled with gravel this has not been repaired as of yet & all of the rain we have had recently is washing all of the gravel out of these cuts and they are about 12 inches deep. Can we please get these repairs done.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,01/12/2024 10:33:13 AM,01/15/2024 10:48:35 AM,yes,1,POINT (-85.309526809 35.074579452)
14818589,01/11/2024 10:29:59 AM,Potholes,Around manhole are two big issues. Repeatedly a problem.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/11/2024 11:50:52 AM,01/23/2024 10:29:59 AM,yes,8,POINT (-85.255552101 35.093093759)
14818238,01/11/2024 09:30:14 AM,Potholes,There are a lot of potholes directly behind the Walgreens.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/11/2024 02:13:05 PM,01/23/2024 09:30:14 AM,yes,7,POINT (-85.326064773 35.012847929)
14817808,01/11/2024 07:48:57 AM,Potholes,Many potholes in this area. this needs to be ground down and one large patch placed in that area.,EMERGENCY,O-CLOSED,Android,0,5,Yes,01/11/2024 10:33:13 AM,01/23/2024 07:48:57 AM,yes,5,POINT (-85.226756595 35.085522983)
14814730,01/10/2024 01:29:07 PM,Potholes,,EMERGENCY,O-CLOSED,Android,1,5,Yes,01/11/2024 10:19:34 AM,01/22/2024 01:29:07 PM,yes,6,POINT (-85.222969316 35.00919474)
14814734,01/10/2024 01:29:06 PM,Potholes,Road has a very bad spot in it that has caused damage to my car from hitting it this morning,EMERGENCY,O-CLOSED,iOS,9,5,No,01/23/2024 01:09:23 PM,01/22/2024 01:29:06 PM,yes,2,POINT (-85.304375 35.062966)
14813330,01/10/2024 10:08:11 AM,Distressed Pavement,Citizen states the potholes on this road are so bad he cannot get home. States one of his vehicles is a low profile car and he cannot drive it down this street at all. States with the rain it has gotten worse. States this street is not maintained at all.,EMERGENCY,O-CLOSED,gov.publicstuff.com,12,20,No,01/26/2024 04:43:37 PM,01/12/2024 10:08:11 AM,yes,1,POINT (-85.315276017 35.069293649)
14808796,01/09/2024 02:07:40 PM,Potholes,"On Mountain View Rd. , off of Lee Hwy heading north on the right side is where pothole is located.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/10/2024 10:17:07 AM,01/19/2024 02:07:40 PM,yes,6,POINT (-85.066716874 35.084619566)
14803725,01/09/2024 09:36:16 AM,Potholes,"pooling on the road very differently, a sign would be helpful to slowdown traffic during rain",EMERGENCY,O-CLOSED,Android,0,5,Yes,01/09/2024 02:48:05 PM,01/19/2024 09:36:16 AM,yes,5,POINT (-85.197303928 35.042628416)
14803509,01/09/2024 09:17:10 AM,Distressed Pavement,They have been paving on Graysville road but there is a problem near the red light. They are making a cross walk or something but it is just not right.,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,20,No,01/12/2024 04:21:52 PM,01/11/2024 09:17:10 AM,yes,4,POINT (-85.149659882 35.002192739)
14801791,01/08/2024 08:52:49 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,0,5,Yes,01/09/2024 06:36:24 AM,01/18/2024 08:52:49 PM,yes,1,POINT (-85.399381 35.02465)
14800784,01/08/2024 04:38:11 PM,Potholes,"Hamilton County school bus drivers are reporting deep potholes and rough pavement all along Workman Rd, to the point where drivers are refusing to route down this road.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/09/2024 12:03:36 PM,01/18/2024 04:38:11 PM,yes,7,POINT (-85.305917678 34.995797713)
14800550,01/08/2024 04:08:05 PM,Potholes,Sinkhole needs to be filled in,EMERGENCY,O-CLOSED,iOS,1,5,Yes,01/09/2024 12:58:22 PM,01/18/2024 04:08:05 PM,yes,8,POINT (-85.30038 35.044478)
14800233,01/08/2024 03:27:30 PM,Potholes,"The hole is still there, she stated and it not fixed.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/09/2024 02:03:23 PM,01/18/2024 03:27:30 PM,yes,5,POINT (-85.230169156 35.059240829)
14799640,01/08/2024 02:08:03 PM,Potholes,There's a pothole at the intersection of Brainerd Rd and Larchmont Ave near One Price Framing shop.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,01/08/2024 02:59:09 PM,01/18/2024 02:08:03 PM,yes,5,POINT (-85.229412372 35.014034435)
14799059,01/08/2024 12:58:18 PM,Potholes,The entrance to our alleyway has bad holes that need to be patched.  It has caused damage to some cars entering and exiting.,EMERGENCY,O-CLOSED,iOS,1,5,Yes,01/09/2024 01:18:44 PM,01/18/2024 12:58:18 PM,yes,2,POINT (-85.301347 35.069395)
14797196,01/08/2024 08:37:28 AM,Potholes,There are  a 2-3 very long depressions that are dangerous and can jar the vehicles steering off the road all of a sudden. These will require a good bit of material to level out again as they seem to have been done in the past. There is no medium and so if you go off the road you will be in a ditch and people try to drive against on coming traffic just to avoid damaging their wheels or going off the road.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,01/08/2024 10:30:25 AM,01/18/2024 08:37:28 AM,yes,4,POINT (-85.159243983 35.027546755)
14796559,01/07/2024 07:43:08 PM,Potholes,12  x 3  cut filled with fine limestone that s eroding out and becoming a dangerously deep trough.,EMERGENCY,O-CLOSED,Iframe,4,5,Yes,01/12/2024 01:34:14 PM,01/18/2024 07:43:08 PM,yes,9,POINT (-85.254800139 35.028574113)
14794520,01/06/2024 01:55:27 PM,Potholes,Something needs to be done with the slickness of this road.  When it rains it becomes so slick it is like a sheet of ice.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,01/08/2024 07:24:47 AM,01/18/2024 01:55:27 PM,yes,4,POINT (-85.149677101 35.003771741)
14794469,01/06/2024 01:37:20 PM,Potholes,Several potholes on the road. I have had several requests put in for these to be fixed can we just have this road paved please we have been dealing with this for years and its time to have it fixed.,EMERGENCY,O-CLOSED,iOS,4,5,Yes,01/11/2024 02:05:55 PM,01/18/2024 01:37:20 PM,yes,1,POINT (-85.359964 35.054454)
14793577,01/05/2024 09:35:09 PM,Potholes,Huge pothole at the entrance to parking lot. Smaller pothole off to the side as well,EMERGENCY,O-CLOSED,iOS,1,5,Yes,01/08/2024 10:28:24 AM,01/17/2024 09:35:09 PM,yes,3,POINT (-85.240838 35.136241)
14791068,01/05/2024 12:26:17 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,0,5,Yes,01/05/2024 01:28:17 PM,01/17/2024 12:26:17 PM,yes,3,POINT (-85.227257 35.109267)
14791032,01/05/2024 12:22:18 PM,Potholes,"On the side heading south, near the center line.",EMERGENCY,O-CLOSED,iOS,1,5,Yes,01/08/2024 10:33:48 AM,01/17/2024 12:22:18 PM,yes,3,POINT (-85.205782 35.131814)
14789772,01/05/2024 08:30:00 AM,Potholes,"directly across Cummings from the Wendy's.  There are two large potholes where Cummings and Starview Lane intersect, on the right lane going up the hill to the apartment community.  They have been there for several months, and are just getting wider and deeper.  It is all but impossible to turn right onto Starview Lane without hitting one if not both of these pothole",EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,01/10/2024 10:36:32 AM,01/17/2024 08:30:00 AM,yes,1,POINT (-85.387615012 35.010960504)
14788634,01/04/2024 05:39:25 PM,Potholes,"When at the intersection of Wilcox and Holtzclaw heading East, in the left hand lane, the street has a pretty significant dip/hump. See photos for exact location.",EMERGENCY,O-CLOSED,Iframe,3,5,Yes,01/09/2024 12:22:22 PM,01/16/2024 05:39:25 PM,yes,8,POINT (-85.268901391 35.05554575)
14788300,01/04/2024 04:44:32 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/05/2024 06:40:44 AM,01/16/2024 04:44:32 PM,yes,7,POINT (-85.318400812 35.020298539)
14787669,01/04/2024 03:12:37 PM,Potholes,Caller states when you turn off of Dodds Ave onto E. 41st Street there is a hug pothole. He stated it is circled in pink and needs filled,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,01/05/2024 01:26:39 PM,01/16/2024 03:12:37 PM,yes,7,POINT (-85.284344509 34.995376429)
